Dataset Name,Algorithm Name,Cross Validation [1-10],Hyper-Parameters Values,TPR,FPR,Accuracy,Precision,AUC ROC,AUC Precision Recall,Training Time,Inference Time
cardiotocography-3clases.csv,Article,1,"alpha = 0.84, epsilon = 1.955e-3",0.669,0.139,0.812,0.741,0.888,0.775,20.164,0.068
cardiotocography-3clases.csv,Article,2,"alpha = 0.02, epsilon = 1.396e-3",0.747,0.089,0.85,0.762,0.908,0.791,17.928,0.046
cardiotocography-3clases.csv,Article,3,"alpha = 1.58, epsilon = 1.741e-3",0.689,0.059,0.859,0.706,0.789,0.646,16.428,0.047
cardiotocography-3clases.csv,Article,4,"alpha = 0.18, epsilon = 1.076e-3",0.764,0.099,0.85,0.787,0.927,0.775,13.745,0.045
cardiotocography-3clases.csv,Article,5,"alpha = 0.38, epsilon = 1.359e-3",0.67,0.119,0.892,0.838,0.907,0.835,15.832,0.194
cardiotocography-3clases.csv,Article,6,"alpha = 0.38, epsilon = 1.359e-3",0.885,0.059,0.958,0.971,0.996,0.987,14.317,0.047
cardiotocography-3clases.csv,Article,7,"alpha = 0.78, epsilon = 1.059e-3",0.763,0.122,0.863,0.731,0.946,0.81,15.208,0.058
cardiotocography-3clases.csv,Article,8,"alpha = 0.84, epsilon = 0.72e-3",0.889,0.049,0.929,0.854,0.935,0.906,14.951,0.054
cardiotocography-3clases.csv,Article,9,"alpha = 1.76, epsilon = 0.787e-3",0.755,0.158,0.844,0.779,0.938,0.785,14.667,0.048
cardiotocography-3clases.csv,Article,10,"alpha = 0.98, epsilon = 0.924e-3",0.592,0.293,0.443,0.435,0.847,0.725,19.922,0.069
